SL.NO,DESCRIPTION,RESPONSIBLE_AGENCY,QTY,DURATION,WEIGHT_KG,TOTAL_WEIGHT_KG,UNIT_RATE_INR,TOTAL_BUDGET,DATE,PROJECT_NAME,APPROVED_BY,CURRENCY
1573,Complete manufacturing of Bearings for ESP,Cando Engineering,11532,Monthly,22.62,260853.84,414.87,4784280.84,2024-07-02,BHEL Trichy T2,Magesh,INR
1574,Complete manufacturing of Bearings for ESP,Tetakisu,1212,Quarterly,20.33,24639.96,940.07,1139364.84,2024-10-21,BHEL Haridwar P3,Ravi,INR
1575,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,16018,One time,6.69,107160.42,777.77,12458319.86,2024-06-21,BHEL Trichy T2,Ravi,INR
1576,Complete manufacturing of Shaft I for ESP,Sub Contractor,8177,Monthly,3.14,25675.78,880.49,7199766.73,2024-05-17,BHEL Haridwar P3,Ravi,INR
1577,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,5874,Monthly,4.58,26902.92,636.14,3736686.36,2024-11-01,BHEL Haridwar P3,Kumar,INR
1578,Complete manufacturing of Shaft for ESP,Tetakisu,4756,Monthly,8.66,41186.96,1921.83,9140223.48,2024-02-16,BHEL Trichy T2,Magesh,INR
1579,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,15531,Quarterly,4.55,70666.05,51.64,802020.84,2024-03-16,BHEL Ranipet L1,Magesh,INR
1580,Complete manufacturing of Shaft I for ESP,Cando Engineering,3133,One time,6.29,19706.57,446.48,1398821.84,2024-02-16,BHEL Haridwar P3,Magesh,INR
1581,Complete manufacturing of Shaft for ESP,Cando Engineering,662,Quarterly,4.4,2912.8,244.83,162077.46,2024-10-08,BHEL Haridwar P3,Ravi,INR
1582,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,15976,Monthly,9.72,155286.72,953.79,15237749.04,2024-05-04,BHEL Ranipet L1,Ravi,INR
1583,Complete manufacturing of Shaft for ESP,Cando Engineering,4875,Quarterly,19.44,94770.0,1801.14,8780557.5,2025-02-23,BHEL Haridwar P3,Ravi,INR
1584,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,18001,One time,9.0,162009.0,1356.26,24414036.26,2024-10-27,BHEL Ranipet L1,Magesh,INR
1585,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,8205,Quarterly,9.38,76962.9,1027.84,8433427.2,2024-01-01,BHEL Haridwar P3,Kumar,INR
1586,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,3031,Monthly,6.14,18610.34,1024.9,3106471.9,2024-01-23,BHEL Ranipet L1,Srividhya,INR
1587,Complete manufacturing of Bearings for ESP,Sub Contractor,11627,Quarterly,16.52,192078.04,880.14,10233387.78,2024-05-25,BHEL Trichy T2,Ravi,INR
1588,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,1641,Quarterly,23.98,39351.18,872.39,1431591.99,2024-03-24,BHEL Trichy T2,Kumar,INR
1589,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,15734,One time,8.98,141291.32,1478.71,23266023.14,2024-12-01,BHEL Trichy T2,Mani,INR
1590,Complete manufacturing of Shaft for ESP,Cando Engineering,4718,Monthly,12.92,60956.56,1388.28,6549905.04,2024-01-06,BHEL Trichy T2,Ravi,INR
1591,Complete manufacturing of Bearings for ESP,Sub Contractor,10427,Quarterly,6.84,71320.68,1286.53,13414648.31,2024-11-05,BHEL Trichy T2,Kumar,INR
1592,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,23831,Quarterly,21.18,504740.58,1944.95,46350103.45,2024-02-27,BHEL Ranipet L1,Ravi,INR
1593,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,22609,One time,4.18,94505.62,707.38,15993154.42,2024-12-28,BHEL Haridwar P3,Srividhya,INR
1594,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,14750,One time,11.89,175377.5,127.7,1883575.0,2025-03-20,BHEL Trichy T2,Ravi,INR
1595,Complete manufacturing of Shaft I for ESP,Sub Contractor,20138,Monthly,9.55,192317.9,880.12,17723856.56,2024-12-11,BHEL Trichy T2,Mani,INR
1596,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,6356,Quarterly,9.24,58729.44,84.16,534920.96,2024-06-15,BHEL Trichy T2,Mani,INR
1597,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,12206,Monthly,1.4,17088.4,1490.43,18192188.58,2024-05-07,BHEL Ranipet L1,Mani,INR
1598,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,4630,Monthly,4.04,18705.2,1012.23,4686624.9,2024-05-20,BHEL Trichy T2,Ravi,INR
1599,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,24508,Monthly,14.44,353895.52,129.25,3167659.0,2024-06-16,BHEL Trichy T2,Mani,INR
1600,Complete manufacturing of Shaft for ESP,Sub Contractor,13014,Monthly,24.52,319103.28,203.59,2649520.26,2024-11-22,BHEL Haridwar P3,Srividhya,INR
1601,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,1233,One time,23.78,29320.74,550.87,679222.71,2024-11-30,BHEL Haridwar P3,Mani,INR
1602,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,4315,One time,14.49,62524.35,1990.09,8587238.35,2024-11-11,BHEL Haridwar P3,Kumar,INR
1603,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,23249,One time,9.67,224817.83,972.19,22602445.31,2025-01-24,BHEL Trichy T2,Srividhya,INR
1604,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,9571,Monthly,16.95,162228.45,1229.01,11762854.71,2024-04-02,BHEL Haridwar P3,Srividhya,INR
1605,Complete manufacturing of Shaft I for ESP,Sub Contractor,13842,One time,0.96,13288.32,857.93,11875467.06,2024-03-07,BHEL Trichy T2,Srividhya,INR
1606,Complete manufacturing of Bearings for ESP,Cando Engineering,3683,One time,6.01,22134.83,1432.57,5276155.31,2024-04-23,BHEL Ranipet L1,Kumar,INR
1607,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,19764,Quarterly,16.05,317212.2,691.07,13658307.48,2024-07-18,BHEL Trichy T2,Kumar,INR
1608,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,11660,Quarterly,8.99,104823.4,916.55,10686973.0,2024-08-24,BHEL Haridwar P3,Ravi,INR
1609,Complete manufacturing of Shaft for ESP,Tetakisu,22552,Quarterly,6.76,152451.52,112.92,2546571.84,2025-03-12,BHEL Haridwar P3,Mani,INR
1610,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,18893,Quarterly,2.54,47988.22,1508.62,28502357.66,2024-09-28,BHEL Trichy T2,Srividhya,INR
1611,Complete manufacturing of Shaft I for ESP,Cando Engineering,15294,Monthly,11.95,182763.3,354.01,5414228.94,2024-10-26,BHEL Ranipet L1,Kumar,INR
1612,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,14111,One time,18.91,266839.01,603.58,8517117.38,2025-01-15,BHEL Trichy T2,Magesh,INR
1613,Complete manufacturing of Bearings for ESP,Tetakisu,12900,Monthly,23.75,306375.0,290.81,3751449.0,2024-07-21,BHEL Ranipet L1,Magesh,INR
1614,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,6353,One time,19.29,122549.37,1969.55,12512551.15,2024-07-24,BHEL Haridwar P3,Ravi,INR
1615,Complete manufacturing of Shaft I for ESP,Tetakisu,14202,Monthly,7.33,104100.66,1552.47,22048178.94,2024-11-18,BHEL Ranipet L1,Srividhya,INR
1616,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,7876,Quarterly,12.62,99395.12,954.63,7518665.88,2025-02-26,BHEL Trichy T2,Magesh,INR
1617,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,13608,Quarterly,0.58,7892.64,1668.24,22701409.92,2025-01-25,BHEL Trichy T2,Magesh,INR
1618,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,13061,Monthly,16.5,215506.5,1949.78,25466076.58,2024-07-29,BHEL Ranipet L1,Mani,INR
1619,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,5040,Monthly,15.69,79077.6,1997.87,10069264.8,2024-11-02,BHEL Haridwar P3,Ravi,INR
1620,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,20482,One time,4.58,93807.56,1269.72,26006405.04,2024-12-16,BHEL Ranipet L1,Srividhya,INR
1621,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,18589,Monthly,21.65,402451.85,1708.1,31751870.9,2024-03-23,BHEL Trichy T2,Srividhya,INR
1622,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,6241,Quarterly,23.46,146413.86,1846.7,11525254.7,2024-06-14,BHEL Ranipet L1,Srividhya,INR
1623,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,7283,Monthly,11.8,85939.4,527.84,3844258.72,2024-11-04,BHEL Trichy T2,Magesh,INR
1624,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,15619,Monthly,16.21,253183.99,1617.19,25258890.61,2025-03-04,BHEL Trichy T2,Magesh,INR
1625,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,24160,One time,0.67,16187.2,113.03,2730804.8,2024-12-12,BHEL Trichy T2,Kumar,INR
1626,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,2805,Quarterly,23.96,67207.8,1772.55,4972002.75,2024-10-02,BHEL Ranipet L1,Kumar,INR
1627,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,14869,Quarterly,20.78,308977.82,166.58,2476878.02,2025-02-19,BHEL Trichy T2,Mani,INR
1628,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,23982,Monthly,15.92,381793.44,908.09,21777814.38,2025-02-07,BHEL Ranipet L1,Mani,INR
1629,Complete manufacturing of Shaft for ESP,Cando Engineering,19499,One time,18.19,354686.81,764.61,14909130.39,2024-12-02,BHEL Trichy T2,Magesh,INR
1630,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,7384,Quarterly,2.88,21265.92,1301.97,9613746.48,2024-02-07,BHEL Trichy T2,Ravi,INR
1631,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,9019,Quarterly,7.73,69716.87,917.11,8271415.09,2025-02-07,BHEL Trichy T2,Srividhya,INR
1632,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,19978,One time,19.15,382578.7,338.65,6765549.7,2024-05-27,BHEL Ranipet L1,Magesh,INR
1633,Complete manufacturing of Shaft I for ESP,Cando Engineering,23889,Quarterly,8.01,191350.89,1445.88,34540627.32,2024-10-17,BHEL Haridwar P3,Srividhya,INR
1634,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,22561,Quarterly,4.28,96561.08,1620.14,36551978.54,2024-03-06,BHEL Ranipet L1,Kumar,INR
1635,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,8931,Monthly,6.08,54300.48,1709.29,15265668.99,2024-10-25,BHEL Trichy T2,Magesh,INR
1636,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,9000,Quarterly,18.17,163530.0,1503.64,13532760.0,2024-09-21,BHEL Trichy T2,Ravi,INR
1637,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,11779,Monthly,4.32,50885.28,1712.59,20172597.61,2024-06-09,BHEL Haridwar P3,Srividhya,INR
1638,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,21746,One time,21.83,474715.18,990.0,21528540.0,2024-09-04,BHEL Trichy T2,Mani,INR
1639,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,11718,One time,8.08,94681.44,487.4,5711353.2,2024-05-22,BHEL Haridwar P3,Mani,INR
1640,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,12181,Quarterly,11.75,143126.75,1829.77,22288428.37,2024-01-07,BHEL Haridwar P3,Kumar,INR
1641,Complete manufacturing of Shaft for ESP,Tetakisu,12413,Monthly,1.3,16136.9,1271.48,15782881.24,2024-06-17,BHEL Haridwar P3,Mani,INR
1642,Complete manufacturing of Shaft I for ESP,Sub Contractor,2334,Quarterly,14.38,33562.92,533.55,1245305.7,2024-05-11,BHEL Haridwar P3,Magesh,INR
1643,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,7982,Monthly,18.08,144314.56,395.99,3160792.18,2024-11-07,BHEL Trichy T2,Kumar,INR
1644,Complete manufacturing of Shaft I for ESP,Sub Contractor,24850,One time,18.47,458979.5,1839.06,45700641.0,2024-03-08,BHEL Haridwar P3,Srividhya,INR
1645,Complete manufacturing of Grip Coupling for ESP,Tetakisu,7957,One time,14.85,118161.45,1183.48,9416950.36,2024-08-25,BHEL Ranipet L1,Kumar,INR
1646,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,10948,Monthly,2.29,25070.92,982.68,10758380.64,2024-08-14,BHEL Ranipet L1,Ravi,INR
1647,Complete manufacturing of Shaft for ESP,Sub Contractor,18272,Monthly,5.77,105429.44,1000.1,18273827.2,2024-10-18,BHEL Ranipet L1,Kumar,INR
1648,Complete manufacturing of Bearings for ESP,Sub Contractor,24092,Quarterly,19.55,470998.6,429.86,10356187.12,2025-02-16,BHEL Haridwar P3,Kumar,INR
1649,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,516,Quarterly,18.99,9798.84,1222.64,630882.24,2024-09-09,BHEL Haridwar P3,Magesh,INR
1650,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,17349,Quarterly,23.81,413079.69,634.29,11004297.21,2025-03-20,BHEL Haridwar P3,Magesh,INR
1651,Complete manufacturing of Shaft I for ESP,Cando Engineering,22711,Monthly,12.83,291382.13,1270.55,28855461.05,2024-02-27,BHEL Ranipet L1,Ravi,INR
1652,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,17196,Quarterly,12.65,217529.4,398.65,6855185.4,2025-01-24,BHEL Trichy T2,Srividhya,INR
1653,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,11720,Monthly,17.33,203107.6,1653.99,19384762.8,2024-04-09,BHEL Ranipet L1,Magesh,INR
1654,Complete manufacturing of Shaft for ESP,Cando Engineering,16942,Quarterly,8.34,141296.28,1084.28,18369871.76,2024-02-22,BHEL Haridwar P3,Srividhya,INR
1655,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,19210,Monthly,4.29,82410.9,354.96,6818781.6,2025-01-27,BHEL Trichy T2,Magesh,INR
1656,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,20492,Monthly,4.35,89140.2,1915.58,39254065.36,2024-08-30,BHEL Haridwar P3,Kumar,INR
1657,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,24304,Quarterly,6.1,148254.4,562.57,13672701.28,2025-03-14,BHEL Trichy T2,Srividhya,INR
1658,Complete manufacturing of Shaft for ESP,Cando Engineering,11435,Monthly,9.17,104858.95,1503.17,17188748.95,2024-08-18,BHEL Trichy T2,Ravi,INR
1659,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,14168,One time,19.17,271600.56,837.96,11872217.28,2024-07-28,BHEL Trichy T2,Magesh,INR
1660,Complete manufacturing of Bearings for ESP,Cando Engineering,1138,Monthly,5.45,6202.1,1341.01,1526069.38,2024-05-11,BHEL Trichy T2,Srividhya,INR
1661,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,14508,Quarterly,8.48,123027.84,1141.95,16567410.6,2024-04-12,BHEL Ranipet L1,Kumar,INR
1662,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,9477,One time,2.32,21986.64,362.81,3438350.37,2025-01-05,BHEL Trichy T2,Kumar,INR
1663,Complete manufacturing of Bearings for ESP,Sub Contractor,22107,Quarterly,17.35,383556.45,1822.33,40286249.31,2024-09-06,BHEL Ranipet L1,Srividhya,INR
1664,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,2443,One time,1.87,4568.41,718.25,1754684.75,2024-10-02,BHEL Trichy T2,Ravi,INR
1665,Complete manufacturing of Shaft I for ESP,Sub Contractor,15961,One time,22.08,352418.88,194.28,3100903.08,2025-01-31,BHEL Haridwar P3,Ravi,INR
1666,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,5428,Monthly,7.82,42446.96,439.99,2388265.72,2024-02-15,BHEL Trichy T2,Magesh,INR
1667,Complete manufacturing of Shaft I for ESP,Cando Engineering,18741,Monthly,20.52,384565.32,1394.66,26137323.06,2024-03-12,BHEL Ranipet L1,Srividhya,INR
1668,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,15109,Monthly,22.17,334966.53,409.07,6180638.63,2024-08-27,BHEL Ranipet L1,Ravi,INR
1669,Complete manufacturing of Shaft I for ESP,Cando Engineering,7020,Monthly,24.3,170586.0,555.1,3896802.0,2024-11-05,BHEL Haridwar P3,Mani,INR
1670,Complete manufacturing of Shaft for ESP,Sub Contractor,21544,Quarterly,10.97,236337.68,1621.83,34940705.52,2025-02-12,BHEL Ranipet L1,Kumar,INR
1671,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,1030,Monthly,11.21,11546.3,112.56,115936.8,2024-09-15,BHEL Trichy T2,Kumar,INR
1672,Complete manufacturing of Bearings for ESP,Cando Engineering,19335,Quarterly,16.04,310133.4,1482.15,28657370.25,2024-10-16,BHEL Ranipet L1,Kumar,INR
1673,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,17924,One time,20.07,359734.68,1700.28,30475818.72,2024-02-14,BHEL Haridwar P3,Ravi,INR
1674,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,2894,Monthly,11.06,32007.64,589.89,1707141.66,2024-08-19,BHEL Haridwar P3,Magesh,INR
1675,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,2892,One time,16.37,47342.04,712.63,2060925.96,2024-09-27,BHEL Haridwar P3,Ravi,INR
1676,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,19333,Quarterly,0.66,12759.78,1665.03,32190024.99,2024-01-10,BHEL Ranipet L1,Magesh,INR
1677,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,5431,Quarterly,21.46,116549.26,1189.53,6460337.43,2025-01-28,BHEL Trichy T2,Kumar,INR
1678,Complete manufacturing of Bearings for ESP,Tetakisu,19323,Quarterly,22.38,432448.74,1444.06,27903571.38,2024-10-22,BHEL Ranipet L1,Magesh,INR
1679,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,7254,Quarterly,4.95,35907.3,101.14,733669.56,2024-11-04,BHEL Ranipet L1,Magesh,INR
1680,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,2769,Quarterly,21.83,60447.27,1860.51,5151752.19,2024-12-02,BHEL Ranipet L1,Magesh,INR
1681,Complete manufacturing of Shaft I for ESP,Tetakisu,14402,Quarterly,6.21,89436.42,1843.76,26553831.52,2025-01-30,BHEL Trichy T2,Mani,INR
1682,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,4534,Quarterly,1.12,5078.08,1741.69,7896822.46,2025-03-13,BHEL Haridwar P3,Magesh,INR
1683,Complete manufacturing of Bearings for ESP,Sub Contractor,15141,Quarterly,10.28,155649.48,450.98,6828288.18,2024-07-13,BHEL Haridwar P3,Mani,INR
1684,Complete manufacturing of Grip Coupling for ESP,Tetakisu,17103,Monthly,18.25,312129.75,287.32,4914033.96,2025-01-22,BHEL Ranipet L1,Mani,INR
1685,Complete manufacturing of Bearings for ESP,Cando Engineering,10883,Quarterly,5.18,56373.94,1971.05,21450937.15,2025-02-13,BHEL Haridwar P3,Srividhya,INR
1686,Complete manufacturing of Bearings for ESP,Cando Engineering,17170,One time,23.65,406070.5,81.48,1399011.6,2024-07-13,BHEL Trichy T2,Ravi,INR
1687,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,12122,Quarterly,23.67,286927.74,1681.24,20379991.28,2024-08-10,BHEL Haridwar P3,Srividhya,INR
1688,Complete manufacturing of Shaft for ESP,Sub Contractor,21813,Monthly,20.35,443894.55,1758.09,38349217.17,2024-01-09,BHEL Trichy T2,Srividhya,INR
1689,Complete manufacturing of Grip Coupling for ESP,Tetakisu,8659,One time,14.33,124083.47,299.5,2593370.5,2024-03-20,BHEL Ranipet L1,Ravi,INR
1690,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,2504,Monthly,20.16,50480.64,1739.37,4355382.48,2024-12-04,BHEL Trichy T2,Srividhya,INR
1691,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,5660,Quarterly,4.72,26715.2,1875.77,10616858.2,2024-03-18,BHEL Haridwar P3,Magesh,INR
1692,Complete manufacturing of Shaft I for ESP,Sub Contractor,5820,One time,12.69,73855.8,646.83,3764550.6,2024-11-16,BHEL Trichy T2,Srividhya,INR
1693,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,1433,One time,8.62,12352.46,1783.2,2555325.6,2024-01-18,BHEL Haridwar P3,Magesh,INR
1694,Complete manufacturing of Bearings for ESP,Sub Contractor,18177,Quarterly,19.18,348634.86,1458.92,26518788.84,2024-03-27,BHEL Ranipet L1,Mani,INR
1695,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,7797,One time,10.79,84129.63,179.34,1398313.98,2024-08-31,BHEL Trichy T2,Ravi,INR
1696,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,4904,Monthly,20.33,99698.32,51.41,252114.64,2024-08-31,BHEL Trichy T2,Srividhya,INR
1697,Complete manufacturing of Shaft for ESP,Cando Engineering,22008,Monthly,9.46,208195.68,1246.54,27433852.32,2025-01-01,BHEL Ranipet L1,Ravi,INR
1698,Complete manufacturing of Bearings for ESP,Tetakisu,4623,One time,13.11,60607.53,1620.62,7492126.26,2024-03-14,BHEL Ranipet L1,Mani,INR
1699,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,24003,Quarterly,7.42,178102.26,1249.28,29986467.84,2024-05-07,BHEL Ranipet L1,Srividhya,INR
1700,Complete manufacturing of Shaft for ESP,Cando Engineering,11268,Monthly,24.36,274488.48,1353.29,15248871.72,2024-09-23,BHEL Haridwar P3,Kumar,INR
1701,Complete manufacturing of Shaft I for ESP,Tetakisu,11246,Quarterly,9.68,108861.28,333.18,3746942.28,2025-01-12,BHEL Ranipet L1,Ravi,INR
1702,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,6984,One time,0.85,5936.4,1287.53,8992109.52,2025-03-03,BHEL Ranipet L1,Magesh,INR
1703,Complete manufacturing of Bearings for ESP,Cando Engineering,883,Monthly,12.28,10843.24,1722.48,1520949.84,2024-04-06,BHEL Haridwar P3,Kumar,INR
1704,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,7539,Quarterly,15.72,118513.08,1114.46,8401913.94,2024-03-01,BHEL Haridwar P3,Srividhya,INR
1705,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,11551,One time,6.75,77969.25,1623.63,18754550.13,2024-09-06,BHEL Haridwar P3,Ravi,INR
1706,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,22389,Quarterly,19.2,429868.8,562.58,12595603.62,2025-02-04,BHEL Trichy T2,Ravi,INR
1707,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,18303,One time,2.82,51614.46,1951.42,35716840.26,2025-02-28,BHEL Ranipet L1,Mani,INR
